"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.17","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u het idee dat u meer tijd nodig hebt om dingen te zien?","Do you feel that you need more time to see things?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.18","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met zien of waarnemen bij deelname aan het verkeer (lopen, fietsen en autorijden)?","Do you have vision problems when you participate in traffic (walking, cycling or driving)?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.18","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met zien of waarnemen bij deelname aan het verkeer (lopen, fietsen en autorijden)?","Do you have vision problems when you participate in traffic (walking, cycling or driving)?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.18","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u moeite met zien of waarnemen bij deelname aan het verkeer (lopen, fietsen en autorijden)?","Do you have vision problems when you participate in traffic (walking, cycling or driving)?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.19","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met het zoeken en vinden van dingen?","Do you have trouble looking for objects and finding objects due to your eyesight?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.19","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met het zoeken en vinden van dingen?","Do you have trouble looking for objects and finding objects due to your eyesight?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.19","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met het zoeken en vinden van dingen?","Do you have trouble looking for objects and finding objects due to your eyesight?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.20","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met lezen?","Do you have trouble reading due to your eyesight?",NA,"Nee/nauwelijks","No/Hardly ever",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.20","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met lezen?","Do you have trouble reading due to your eyesight?",NA,"Soms","Sometimes",1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.20","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"Heeft u, vanwege uw zicht, moeite met lezen?","Do you have trouble reading due to your eyesight?",NA,"Vaak/altijd","Often/Always",2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,"geen hinder","no limitations",0
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,1
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,2
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,3
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,4
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,5
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,6
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,7
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,8
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,NA,NA,9
"neurodegenerative_huizinga_2019_svc","neurodegenerative_huizinga_2019_svc_1","SVK.21","Screening Visuele Klachten (SVK) / Screening of Visual Complaints (SVC)","Dutch","Dit is een vragenlijst met uitspraken over problemen die met uw zicht te maken hebben. Als u een bril of contactlenzen heeft, ga er dan bij de beantwoording van de vragen vanuit dat u deze draagt. Elke vraag heeft meerdere antwoordmogelijkheden. Kies het antwoord dat het meest op u van toepassing is. Het gaat daarbij steeds om de afgelopen weken. Als u niet zeker weet welk antwoord u moet kiezen, geef dan het best passende antwoord. Kruis bij alle volgende vragen s.v.p. 1 antwoord aan. Er zijn in totaal 3 pagina’s.","The following list of questions concerns problems that you may have with your eyesight. If you wear glasses or contact lenses, please assume that you are wearing these when you answer the questions. Each question has several possible answers. Please choose the answer that is most appropriate to your situation as it has been over the past weeks. If you are not certain, please choose the answer that best reflects your situation. Please choose 1 answer for each of the following questions. The questionnaire consists of 3 pages.",NA,"In hoeverre wordt u in het dagelijks leven gehinderd door bovenstaande klachten met betrekking tot het zien?","To what extent do you experience limitations in daily life due to the above mentioned problems with eyesight?",NA,"zeer ernstige hinder","very severe limitations",10
