source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
dataverse,Replication Data for: Development and psychometric evaluation of a new genomic security and privacy questionnaire in two national samples of United States residents,https://doi.org/10.7910/DVN/G2UUFV,10.7910/dvn/g2uufv,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",157058.0,1195.0,132.0,0.9957,df2022.csv,3.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
surf,Replication Data for: Adherence to driving cessation advice given to patients with cognitive impairment and consequences for mobility,https://doi.org/10.34894/DDCNGQ,10.34894/ddcngq,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",18141.0,172.0,106.0,0.995,Piersma ao FitCI Follow-ups for data repository.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: The Direct and Moderating Effects of Mass Shooting Anxiety on Political and Policy Attitudes,https://doi.org/10.7910/DVN/K37OJN,10.7910/dvn/k37ojn,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",21693.0,1291.0,17.0,0.9884,replication R&P.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
surf,"Replication Data for: ""Sensitivity analysis for measurement invariance testing""",https://doi.org/10.34894/OPQZEX,10.34894/opqzex,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",10831703.0,28221.0,387.0,0.9918,ESS7e01.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: The Direct and Moderating Effects of Mass Shooting Anxiety on Political and Policy Attitudes,https://doi.org/10.7910/DVN/XCKXVZ,10.7910/dvn/xckxvz,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",21693.0,1291.0,17.0,0.9884,replication R&P.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Quality of life among Romanian Emergency Medicine Personnel during the COVID-19 Pandemic and the Russian–Ukrainian Armed Conflict,https://zenodo.org/records/7840114,10.5281/zenodo.7840114,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",18898.0,372.0,51.0,0.9961,database.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication Data for: Survey Personality Factors,https://doi.org/10.7910/DVN/HOSD8S,10.7910/dvn/hosd8s,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*",704.0,101.0,7.0,0.9958,EMJ_SubmissionDataSet.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Replication data for: Peers Affect Personality Development,https://doi.org/10.7910/DVN/HIT56P,10.7910/dvn/hit56p,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*, composite_items*",55069.0,1229.0,45.0,0.9957,analysis_data.dta,6.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,The Effects of Choice on the Reading Comprehension and Enjoyment of Children with Severe Inattention and no Attentional Difficulties: Key data analysed and discussed in the published paper,https://rdr.ucl.ac.uk/articles/dataset/The_Effects_of_Choice_on_the_Reading_Comprehension_and_Enjoyment_of_Children_with_Severe_Inattention_and_no_Attentional_Difficulties_Key_data_analysed_and_discussed_in_the_published_paper/14816121,10.5522/04/14816121.v1,cc0,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify NUMERIC item columns, but 130 column(s) look like t",,,,,The Effects of Choice on the Reading Comprehension and Enjoyment of Children with Severe Inattention and no Attentional Difficulties_Key data analysed and discussed in the paper (1).sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Dataset_Raw Data and Item of questionnaire of Gen Z Local Brand Clothing Purchase Intention,https://zenodo.org/records/15173979,10.5281/zenodo.15173979,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Questionnaire items', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Unnamed: 7', 'Unnamed: 8']",,,,,Dataset_Raw Data and Item of questionnaire of Gen Z Local Brand Clothing Purchase Intention.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,Health literacy and healthcare system confidence as determinants of attitudes to vaccines: a representative cross-sectionnal study in France,https://doi.org/10.7910/DVN/ZGLGWP,10.7910/dvn/zglgwp,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",209514.0,2022.0,104.0,0.9963,slavaco_cawi_complet_weighted.sas7bdat,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,FD questionnaire: contacts and answers,https://zenodo.org/records/3522722,10.5281/zenodo.3522722,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | No column met the id heuristic (≥50% unique, non-float); used the row position as the person id (one row = one respondent) and kept every source column available as an item or covariate — verify the file really is one row per person. | Could not confidently identify item columns. | Columns present: ['FD - Flood Hazar",,,,,questionnaire answers.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Basic Early Literacy Skills Spanish Edition, Child, Pre-K & Kindergarten, Early Education in Rural North Carolina",https://doi.org/10.15139/S3/MWZ1EO,10.15139/s3/mwz1eo,cc0,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",8475.0,730.0,13.0,0.893,idel_07a.csv,2.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
dataverse,"Redistributing under fiscal constraint: partisanship, debt, inequality and labor market regulation",https://doi.org/10.7910/DVN/SAKE9D,10.7910/dvn/sake9d,cc0,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",623884.0,6615.0,110.0,0.8574,Dataset redistributing.dta,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
figshare,"Transcultural adaptation of an environmental health questionnaire with attitude, knowledge and skills scales for Portuguese nursing students",https://figshare.com/articles/dataset/Transcultural_adaptation_of_an_environmental_health_questionnaire_with_attitude_knowledge_and_skills_scales_for_Portuguese_nursing_students/27312150,10.6084/m9.figshare.27312150.v1,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",13363.0,326.0,48.0,0.854,Bases de datos_Figshare.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Teacher Student Relationships - Child Rating / Relaciones Profesor-Alumno (Autoinforme) // TEACHER-STUDENT-CR_Data_IC_T2-Post,https://zenodo.org/records/7489111,10.5281/zenodo.7489111,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",6601.0,265.0,30.0,0.8303,TEACHER-STUDENT-CR_Data_IC_T2-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Questionnaire responses,https://zenodo.org/records/15374745,10.5281/zenodo.15374745,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Unnamed: 0', 'Anger', 'Disgust', 'Fear', 'Anxiety ', 'Sadness', 'Desire', 'Joy']",,,,,data_responses.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
