"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mgkt","mgkt_1","Q18","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are craftsman’s tools?","Saw;Chisel;Bevel;Caliper;Awl",NA,1
"mgkt","mgkt_1","Q18","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are craftsman’s tools?","Saw;Chisel;Bevel;Caliper;Awl",NA,2
"mgkt","mgkt_1","Q18","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are craftsman’s tools?","Saw;Chisel;Bevel;Caliper;Awl",NA,3
"mgkt","mgkt_1","Q18","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are craftsman’s tools?","Saw;Chisel;Bevel;Caliper;Awl",NA,4
"mgkt","mgkt_1","Q18","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are craftsman’s tools?","Saw;Chisel;Bevel;Caliper;Awl",NA,5
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,-5
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,-4
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,-3
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,-2
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,-1
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,0
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,1
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,2
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,3
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,4
"mgkt","mgkt_1","Q19","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are red wines?","Merlot;Cabernet sauvignon;Malbec;Sangiovese;Pinot noir",NA,5
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,-3
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,-2
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,-1
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,0
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,1
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,2
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,3
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,4
"mgkt","mgkt_1","Q20","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are card games?","Rummy;Hearts;Poker;Bridge;Cribbidge",NA,5
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,-3
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,-2
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,-1
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,0
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,1
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,2
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,3
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,4
"mgkt","mgkt_1","Q21","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are electronic components that might be found in an electrical circut?","Resistor;Inductor;Capacitor;Transistor;Diode",NA,5
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,-5
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,-4
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,-3
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,-2
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,-1
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,0
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,1
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,2
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,3
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,4
"mgkt","mgkt_1","Q22","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these are cryptocurrencies?","Bitcoin;Litecoin;Etherium;Monero;Ripple",NA,5
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,-3
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,-2
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,-1
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,0
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,1
"mgkt","mgkt_1","Q23","Multifactor General Knowledge Test (Form A v0.8)","This test has 32 questions. Each question in this test will be something like ""Which of these are animals?"" with 10 possible answers, 5 of which will be correct. In each question you should check as many of the right answers as possible without checking any of the wrong answers. You will receive 1 point for each right answer and -1.25 points for each wrong answer, so you can receive a maximum of 5 points per question. It is not likely that you will know all 5 answers to each question, just answer as many as you can. There is no time limit, most people will take between 7 and 15 minutes to complete the test.",NA,"Which of these countries contain many ancient pyramids?","Mexico;Egypt;India;Sudan;Indonesia",NA,2
